	contig_id	contig_length	checkv_quality	completeness	contamination	provirus
3188	B10_viral_merged_213	2355	Medium-quality	74.55	0	No
3189	B10_viral_merged_214	2343	Medium-quality	62.75	0	No
3190	B10_viral_merged_215	2334	Complete	100	0	No
3191	B10_viral_merged_216	2311	Complete	100	0	No
3192	B10_viral_merged_217	2304	Low-quality	2.4	0	No
3193	B10_viral_merged_218	2256	Complete	100	0	No
3194	B10_viral_merged_219	2234	Complete	100	0	No
3195	B10_viral_merged_220	2213	Medium-quality	53.18	0	No
3196	B10_viral_merged_221	2203	Complete	100	0	No
3197	B10_viral_merged_222	2105	Medium-quality	50.58	0	No
3198	B10_viral_merged_223	2049	Low-quality	49.24	0	No
3199	B10_viral_merged_225	2016	Complete	100	0	No
3200	B10_viral_merged_226	2013	Low-quality	20.22	0	No
3201	B10_viral_merged_227	1954	Low-quality	46.96	0	No
3202	B10_viral_merged_228	1933	Medium-quality	79.63	0	No
3203	B10_viral_merged_23	11334	Low-quality	9.73	0	No
3204	B10_viral_merged_230	1916	Complete	100	0	No
3205	B10_viral_merged_231	1879	Low-quality	45.15	0	No
3206	B10_viral_merged_232	1852	Low-quality	44.5	0	No
3207	B10_viral_merged_233	1804	Medium-quality	79.59	0	No
3208	B10_viral_merged_234	1801	Low-quality	48.63	0	No
3209	B10_viral_merged_235	1776	Medium-quality	73.16	0	No
3210	B10_viral_merged_236	1677	Not-determined	0	0	No
3211	B10_viral_merged_237	1677	Low-quality	45.28	0	No
3212	B10_viral_merged_238	1671	Medium-quality	52.85	0	No
3213	B10_viral_merged_239	1651	Not-determined	0	0	No
3214	B10_viral_merged_24	11307	Low-quality	26.69	0	No
3215	B10_viral_merged_240	1594	Medium-quality	57.98	0	No
3216	B10_viral_merged_241	1549	Not-determined	0	0	No
3217	B10_viral_merged_246	1502	Low-quality	0.73	0	No
3218	B10_viral_merged_25	11216	Low-quality	6.08	0	No
3219	B10_viral_merged_28	10713	Low-quality	16.88	0	No
3220	B10_viral_merged_3	28800	Low-quality	42.37	0	No
3221	B10_viral_merged_30	10239	Low-quality	24.91	0	No
3222	B10_viral_merged_31	10196	Low-quality	6.69	0	No
3223	B10_viral_merged_32	10108	High-quality	100	0	No
3224	B10_viral_merged_34	9954	Low-quality	5.15	0	No
3225	B10_viral_merged_35	9714	Low-quality	20.18	0	No
3226	B10_viral_merged_37	9651	Low-quality	6.31	0	No
3227	B10_viral_merged_39	9141	Low-quality	5.22	0	No
3228	B10_viral_merged_4	27011	Low-quality	37.04	0	No
3229	B10_viral_merged_41_1	7400	Low-quality	17.36	0	Yes
3230	B10_viral_merged_43	8785	Low-quality	18.61	0	No
3231	B10_viral_merged_45	8691	Low-quality	3.34	0	No
3232	B10_viral_merged_47	8576	Low-quality	4.44	0	No
3233	B10_viral_merged_49	8150	Low-quality	18.64	0	No
3234	B10_viral_merged_5	26958	Medium-quality	72.32	0	No
3235	B10_viral_merged_50	8130	Low-quality	5.94	0	No
3236	B10_viral_merged_51	8090	Low-quality	4.09	0	No
3237	B10_viral_merged_53	8030	Low-quality	13.31	0	No
3238	B10_viral_merged_55	7847	High-quality	100	0	No
3239	B10_viral_merged_56	7814	Low-quality	6.84	0	No
3240	B10_viral_merged_58	7750	Low-quality	14.66	0	No
3241	B10_viral_merged_6_1	12254	Low-quality	23.77	0	Yes
3242	B10_viral_merged_60	7620	Low-quality	12.22	0	No
3243	B10_viral_merged_63	7445	Low-quality	19.09	0	No
3244	B10_viral_merged_64	7428	Low-quality	2.42	0	No
3245	B10_viral_merged_66	7212	Low-quality	3.93	0	No
3246	B10_viral_merged_69	7156	Low-quality	17.07	0	No
3247	B10_viral_merged_7	18710	Low-quality	45.27	0	No
3248	B10_viral_merged_71	7121	Low-quality	5.26	0	No
3249	B10_viral_merged_72	7114	Low-quality	16.28	0	No
3250	B10_viral_merged_73	7045	Low-quality	7.21	0	No
3251	B10_viral_merged_74	7044	Low-quality	2.46	0	No
3252	B10_viral_merged_75	7042	Low-quality	13	0	No
3253	B10_viral_merged_76	6944	Low-quality	11.69	0	No
3254	B10_viral_merged_77	6917	Low-quality	1.99	0	No
3255	B10_viral_merged_78	6913	Low-quality	2.41	0	No
3256	B10_viral_merged_79	6843	Low-quality	1.58	0	No
3257	B10_viral_merged_8	17252	Low-quality	10.88	0	No
3258	B10_viral_merged_81	6788	Low-quality	10.01	0	No
3259	B10_viral_merged_82	6777	Low-quality	13.5	0	No
3260	B10_viral_merged_83	6627	Low-quality	15.58	0	No
3261	B10_viral_merged_86	6544	Low-quality	5.62	0	No
3262	B10_viral_merged_87	6526	Low-quality	5.64	0	No
3263	B10_viral_merged_89	6477	Low-quality	9.16	0	No
3264	B10_viral_merged_9	17113	Low-quality	34.28	0	No
3265	B10_viral_merged_90	6475	Low-quality	2.31	0	No
3266	B10_viral_merged_91	6433	Low-quality	2.21	0	No
3267	B10_viral_merged_96	6301	Low-quality	4.18	0	No
3268	B10_viral_merged_97	6294	Low-quality	13.54	0	No
3269	B10_viral_merged_99	6282	Low-quality	14.37	0	No
3270	B2_viral_merged_1_1	29257	Medium-quality	55.34	0	Yes
3271	B2_viral_merged_10	36565	High-quality	100	0	No
3272	B2_viral_merged_1002	1526	Not-determined	0	0	No
3273	B2_viral_merged_1004	1522	Low-quality	36.57	0	No
3274	B2_viral_merged_1007	1501	Low-quality	36.07	0	No
3275	B2_viral_merged_1008	1500	Not-determined	0	0	No
3276	B2_viral_merged_101	9300	High-quality	100	0	No
3277	B2_viral_merged_102	9248	High-quality	100	0	No
3278	B2_viral_merged_103	9230	High-quality	98.37	0	No
3279	B2_viral_merged_104	9190	Medium-quality	77.96	0	No
3280	B2_viral_merged_105	9187	High-quality	100	0	No
3281	B2_viral_merged_107	9116	High-quality	100	0	No
3282	B2_viral_merged_108	9049	Low-quality	5.82	0	No
3283	B2_viral_merged_109	9038	High-quality	100	0	No
3284	B2_viral_merged_11	36554	High-quality	96.92	0	No
3285	B2_viral_merged_110	8994	High-quality	100	0	No
3286	B2_viral_merged_111	8951	Low-quality	19.37	0	No
3287	B2_viral_merged_112	8941	High-quality	100	0	No
3288	B2_viral_merged_114	8894	Low-quality	7.57	0	No
3289	B2_viral_merged_115	8856	High-quality	100	0	No
3290	B2_viral_merged_116	8808	High-quality	92.75	0	No
3291	B2_viral_merged_117	8731	High-quality	100	0	No
3292	B2_viral_merged_118	8731	Low-quality	18.9	0	No
3293	B2_viral_merged_119	8679	High-quality	100	0	No
3294	B2_viral_merged_12	36103	Medium-quality	52.05	0	No
3295	B2_viral_merged_120	8568	Low-quality	10.84	0	No
3296	B2_viral_merged_121	8551	Complete	100	0	No
3297	B2_viral_merged_123	8452	Low-quality	16.33	0	No
3298	B2_viral_merged_124	8397	High-quality	100	0	No
3299	B2_viral_merged_125	8386	Low-quality	27.67	0	No
3300	B2_viral_merged_127	8318	High-quality	100	0	No
3301	B2_viral_merged_128	8296	High-quality	100	0	No
3302	B2_viral_merged_129	8271	High-quality	100	0	No
3303	B2_viral_merged_13	34286	Medium-quality	78.47	0	No
3304	B2_viral_merged_130	8257	High-quality	100	0	No
3305	B2_viral_merged_132	8171	High-quality	100	0	No
3306	B2_viral_merged_134	8098	High-quality	100	0	No
3307	B2_viral_merged_135	8091	Low-quality	14.96	0	No
3308	B2_viral_merged_136	8078	Low-quality	4.78	0	No
3309	B2_viral_merged_138	8005	High-quality	100	0	No
3310	B2_viral_merged_139	7988	High-quality	100	0	No
3311	B2_viral_merged_14	31927	Medium-quality	78.28	0	No
3312	B2_viral_merged_140	7938	High-quality	100	0	No
3313	B2_viral_merged_141	7884	Low-quality	10.24	0	No
3314	B2_viral_merged_142	7859	Low-quality	17.63	0	No
3315	B2_viral_merged_143	7801	High-quality	100	0	No
3316	B2_viral_merged_144	7799	Low-quality	11.55	0	No
3317	B2_viral_merged_146	7774	Low-quality	4.29	0	No
3318	B2_viral_merged_148	7708	High-quality	100	0	No
3319	B2_viral_merged_149	7706	High-quality	100	0	No
3320	B2_viral_merged_15	31880	Low-quality	11.79	0	No
3321	B2_viral_merged_150	7682	Low-quality	12.68	0	No
3322	B2_viral_merged_152_1	6823	Low-quality	15.4	0	Yes
3323	B2_viral_merged_153	7560	High-quality	100	0	No
3324	B2_viral_merged_155	7465	Complete	100	0	No
3325	B2_viral_merged_156	7462	Low-quality	17.79	0	No
3326	B2_viral_merged_157	7446	High-quality	100	0	No
3327	B2_viral_merged_158	7440	High-quality	100	0	No
3328	B2_viral_merged_159	7439	High-quality	100	0	No
3329	B2_viral_merged_16	27566	Medium-quality	55.44	0	No
3330	B2_viral_merged_160	7422	High-quality	100	0	No
3331	B2_viral_merged_161	7416	Low-quality	8.83	0	No
3332	B2_viral_merged_162	7404	High-quality	100	0	No
3333	B2_viral_merged_164	7369	Low-quality	9.17	0	No
3334	B2_viral_merged_165	7358	Complete	100	0	No
3335	B2_viral_merged_166	7344	High-quality	100	0	No
3336	B2_viral_merged_167	7305	Low-quality	8.8	0	No
3337	B2_viral_merged_168	7285	Low-quality	3.96	0	No
3338	B2_viral_merged_169	7276	High-quality	100	0	No
3339	B2_viral_merged_17	27376	Medium-quality	66.24	0	No
3340	B2_viral_merged_170	7247	High-quality	100	0	No
3341	B2_viral_merged_171	7194	High-quality	100	0	No
3342	B2_viral_merged_172	7194	High-quality	100	0	No
3343	B2_viral_merged_173	7187	High-quality	100	0	No
3344	B2_viral_merged_174	7159	Low-quality	13.14	0	No
3345	B2_viral_merged_175	7131	Low-quality	13.8	0	No
3346	B2_viral_merged_176	7108	High-quality	100	0	No
3347	B2_viral_merged_178	7070	Low-quality	9.54	0	No
3348	B2_viral_merged_179	7055	Low-quality	4.68	0	No
3349	B2_viral_merged_18	26666	Medium-quality	53.12	0	No
3350	B2_viral_merged_180	7020	Low-quality	5.71	0	No
3351	B2_viral_merged_182	6970	Low-quality	20.87	0	No
3352	B2_viral_merged_183	6908	High-quality	100	0	No
3353	B2_viral_merged_184	6854	Complete	100	0	No
3354	B2_viral_merged_185	6850	Complete	100	0	No
3355	B2_viral_merged_186	6838	High-quality	100	0	No
3356	B2_viral_merged_187	6831	Low-quality	13.21	0	No
3357	B2_viral_merged_188	6806	High-quality	100	0	No
3358	B2_viral_merged_19	25835	Low-quality	27.8	0	No
3359	B2_viral_merged_190	6750	Low-quality	7.95	0	No
3360	B2_viral_merged_191	6749	Complete	100	0	No
3361	B2_viral_merged_192	6739	High-quality	100	0	No
3362	B2_viral_merged_193	6730	High-quality	99.34	0	No
3363	B2_viral_merged_194	6705	High-quality	100	0	No
3364	B2_viral_merged_195	6667	High-quality	93.76	0	No
3365	B2_viral_merged_196	6648	Low-quality	9.95	0	No
3366	B2_viral_merged_198	6581	Low-quality	8.91	0	No
3367	B2_viral_merged_199	6567	High-quality	100	0	No
3368	B2_viral_merged_2	73852	Medium-quality	66.66	0	No
3369	B2_viral_merged_20	24392	Low-quality	20.14	0	No
3370	B2_viral_merged_200	6551	High-quality	100	0	No
3371	B2_viral_merged_201	6529	High-quality	100	0	No
3372	B2_viral_merged_203	6502	Low-quality	10.33	0	No
3373	B2_viral_merged_204	6493	Complete	100	0	No
3374	B2_viral_merged_205	6475	High-quality	100	0	No
3375	B2_viral_merged_206	6456	High-quality	100	0	No
3376	B2_viral_merged_207	6455	Low-quality	16.38	0	No
3377	B2_viral_merged_208	6451	High-quality	98.58	0	No
3378	B2_viral_merged_209	6443	Complete	100	0	No
3379	B2_viral_merged_21	24387	Low-quality	20.18	0	No
3380	B2_viral_merged_210	6443	Complete	100	0	No
3381	B2_viral_merged_211	6440	Low-quality	10.33	0	No
3382	B2_viral_merged_212	6397	High-quality	100	0	No
3383	B2_viral_merged_213	6393	Complete	100	0	No
3384	B2_viral_merged_214	6371	High-quality	100	0	No
3385	B2_viral_merged_216	6368	Low-quality	4.49	0	No
3386	B2_viral_merged_217	6363	Low-quality	3.65	0	No
3387	B2_viral_merged_218	6347	Low-quality	3.61	0	No
3388	B2_viral_merged_219	6325	High-quality	100	0	No
3389	B2_viral_merged_22	24256	Medium-quality	70.38	0	No
3390	B2_viral_merged_220	6324	High-quality	100	0	No
3391	B2_viral_merged_221	6319	Complete	100	0	No
3392	B2_viral_merged_222	6304	High-quality	100	0	No
3393	B2_viral_merged_223	6303	Medium-quality	80.85	0	No
3394	B2_viral_merged_224	6300	High-quality	100	0	No
3395	B2_viral_merged_225	6294	Low-quality	12.15	0	No
3396	B2_viral_merged_226	6279	Complete	100	0	No
3397	B2_viral_merged_229	6253	High-quality	92.55	0	No
3398	B2_viral_merged_23	23559	Low-quality	44.95	0	No
3399	B2_viral_merged_230	6242	High-quality	100	0	No
3400	B2_viral_merged_231	6240	High-quality	98.11	0	No
3401	B2_viral_merged_232	6234	High-quality	100	0	No
3402	B2_viral_merged_233	6229	High-quality	100	0	No
3403	B2_viral_merged_234	6229	Low-quality	3.47	0	No
3404	B2_viral_merged_235	6227	Medium-quality	79.88	0	No
3405	B2_viral_merged_236	6220	Medium-quality	69.06	0	No
3406	B2_viral_merged_237	6216	Low-quality	10.25	0	No
3407	B2_viral_merged_238	6212	High-quality	100	0	No
3408	B2_viral_merged_239	6209	Medium-quality	79.64	0	No
3409	B2_viral_merged_24	21410	Low-quality	27.85	0	No
3410	B2_viral_merged_240	6208	High-quality	98.64	0	No
3411	B2_viral_merged_241	6201	High-quality	98.42	0	No
3412	B2_viral_merged_242	6198	Complete	100	0	No
3413	B2_viral_merged_243	6193	High-quality	99.9	0	No
3414	B2_viral_merged_244	6190	Medium-quality	52.91	0	No
3415	B2_viral_merged_245	6159	Complete	100	0	No
3416	B2_viral_merged_246	6151	High-quality	98.95	0	No
3417	B2_viral_merged_247	6148	Not-determined	0	0	No
3418	B2_viral_merged_248	6147	Complete	100	0	No
3419	B2_viral_merged_249	6130	High-quality	100	0	No
3420	B2_viral_merged_25	20514	Low-quality	22.61	0	No
3421	B2_viral_merged_250	6115	Complete	100	0	No
3422	B2_viral_merged_251	6106	High-quality	100	0	No
3423	B2_viral_merged_252	6095	Low-quality	2.31	0	No
3424	B2_viral_merged_253	6094	Complete	100	0	No
3425	B2_viral_merged_254	6082	Complete	100	0	No
3426	B2_viral_merged_256	6039	Low-quality	3.8	0	No
3427	B2_viral_merged_257	6032	Low-quality	11.67	0	No
3428	B2_viral_merged_258	6030	High-quality	100	0	No
3429	B2_viral_merged_259	6023	Complete	100	0	No
3430	B2_viral_merged_26	20479	Low-quality	44.03	0	No
3431	B2_viral_merged_260	6023	Low-quality	12.06	0	No
3432	B2_viral_merged_261	6013	High-quality	100	0	No
3433	B2_viral_merged_262	6003	Complete	100	0	No
3434	B2_viral_merged_263	6001	Complete	100	0	No
3435	B2_viral_merged_266	5996	Complete	100	0	No
3436	B2_viral_merged_267	5991	High-quality	97.26	0	No
3437	B2_viral_merged_268	5990	High-quality	100	0	No
3438	B2_viral_merged_269	5985	High-quality	100	0	No
3439	B2_viral_merged_27	19263	Low-quality	40.33	0	No
3440	B2_viral_merged_270	5972	Complete	100	0	No
3441	B2_viral_merged_271	5957	High-quality	94.91	0	No
3442	B2_viral_merged_272	5956	High-quality	100	0	No
3443	B2_viral_merged_273	5952	High-quality	100	0	No
3444	B2_viral_merged_274	5948	High-quality	96.58	0	No
3445	B2_viral_merged_275	5946	Complete	100	0	No
3446	B2_viral_merged_276	5936	High-quality	100	0	No
3447	B2_viral_merged_277	5931	High-quality	100	0	No
3448	B2_viral_merged_278	5930	Complete	100	0	No
3449	B2_viral_merged_279	5926	High-quality	100	0	No
3450	B2_viral_merged_28	19164	Medium-quality	53.95	0	No
3451	B2_viral_merged_280	5922	High-quality	100	0	No
3452	B2_viral_merged_281	5913	High-quality	100	0	No
3453	B2_viral_merged_284	5908	Medium-quality	89.87	0	No
3454	B2_viral_merged_285	5904	High-quality	100	0	No
3455	B2_viral_merged_286	5896	High-quality	100	0	No
3456	B2_viral_merged_287	5896	Low-quality	8.76	0	No
3457	B2_viral_merged_288	5887	Low-quality	13.6	0	No
3458	B2_viral_merged_289	5886	High-quality	100	0	No
3459	B2_viral_merged_29	18643	Low-quality	7.09	0	No
3460	B2_viral_merged_290	5877	High-quality	100	0	No
3461	B2_viral_merged_291	5868	High-quality	93.66	0	No
3462	B2_viral_merged_292	5865	High-quality	93.95	0	No
3463	B2_viral_merged_293	5863	High-quality	100	0	No
3464	B2_viral_merged_295	5852	Complete	100	0	No
3465	B2_viral_merged_296	5851	High-quality	100	0	No
3466	B2_viral_merged_297	5845	High-quality	99.19	0	No
3467	B2_viral_merged_298	5839	High-quality	99.57	0	No
3468	B2_viral_merged_299	5833	High-quality	93.54	0	No
3469	B2_viral_merged_3_1	58202	Low-quality	21.12	0	Yes
3470	B2_viral_merged_30	18407	Medium-quality	51.54	0	No
3471	B2_viral_merged_300	5829	Low-quality	10.11	0	No
3472	B2_viral_merged_301	5829	High-quality	100	0	No
3473	B2_viral_merged_302	5824	High-quality	100	0	No
3474	B2_viral_merged_303	5820	Complete	100	0	No
3475	B2_viral_merged_304	5820	Complete	100	0	No
3476	B2_viral_merged_305	5819	Low-quality	20.45	0	No
3477	B2_viral_merged_306	5808	Not-determined	0	0	No
3478	B2_viral_merged_307	5807	Medium-quality	87.03	0	No
3479	B2_viral_merged_308	5807	High-quality	99.15	0	No
3480	B2_viral_merged_31	18255	Low-quality	41.18	0	No
3481	B2_viral_merged_310	5801	Complete	100	0	No
3482	B2_viral_merged_311	5801	Complete	100	0	No
3483	B2_viral_merged_312	5799	Complete	100	0	No
3484	B2_viral_merged_313	5798	Complete	100	0	No
3485	B2_viral_merged_314	5798	Complete	100	0	No
3486	B2_viral_merged_315	5797	High-quality	99.68	0	No
3487	B2_viral_merged_316	5795	Not-determined	0	0	No
3488	B2_viral_merged_317	5795	High-quality	100	0	No
3489	B2_viral_merged_318	5794	High-quality	99.73	0	No
3490	B2_viral_merged_319	5790	High-quality	100	0	No
3491	B2_viral_merged_32	17719	Low-quality	5.29	0	No
3492	B2_viral_merged_320	5790	High-quality	97.59	0	No
3493	B2_viral_merged_321	5785	High-quality	100	0	No
3494	B2_viral_merged_322	5782	Low-quality	26.42	0	No
3495	B2_viral_merged_323	5779	Complete	100	0	No
3496	B2_viral_merged_324	5773	High-quality	100	0	No
3497	B2_viral_merged_325	5768	Low-quality	9.62	0	No
3498	B2_viral_merged_326	5764	High-quality	100	0	No
3499	B2_viral_merged_327	5759	High-quality	100	0	No
3500	B2_viral_merged_328	5746	Complete	100	0	No
3501	B2_viral_merged_329	5745	High-quality	99.24	0	No
3502	B2_viral_merged_33	17104	Low-quality	27.95	0	No
3503	B2_viral_merged_330	5742	Low-quality	9.59	0	No
3504	B2_viral_merged_331	5740	Low-quality	32.51	0	No
3505	B2_viral_merged_332	5715	Low-quality	15.31	0	No
3506	B2_viral_merged_333	5714	High-quality	99.44	0	No
3507	B2_viral_merged_334	5713	Complete	100	0	No
3508	B2_viral_merged_335	5711	High-quality	100	0	No
3509	B2_viral_merged_336	5709	Complete	100	0	No
3510	B2_viral_merged_337	5709	Low-quality	6.53	0	No
3511	B2_viral_merged_338	5695	Complete	100	0	No
3512	B2_viral_merged_339	5684	Complete	100	0	No
3513	B2_viral_merged_34	16354	Low-quality	26.37	0	No
3514	B2_viral_merged_340	5673	High-quality	97.31	0	No
3515	B2_viral_merged_341	5670	High-quality	100	0	No
3516	B2_viral_merged_342	5670	High-quality	98.67	0	No
3517	B2_viral_merged_344	5655	High-quality	98.38	0	No
3518	B2_viral_merged_346	5652	Complete	100	0	No
3519	B2_viral_merged_347	5650	Medium-quality	83.63	0	No
3520	B2_viral_merged_349	5646	High-quality	98.3	0	No
3521	B2_viral_merged_35	16349	Low-quality	30.14	0	No
3522	B2_viral_merged_350	5639	High-quality	100	0	No
3523	B2_viral_merged_351	5636	High-quality	98.44	0	No
3524	B2_viral_merged_352	5631	Complete	100	0	No
3525	B2_viral_merged_353	5620	Complete	100	0	No
3526	B2_viral_merged_354	5618	High-quality	93.12	0	No
3527	B2_viral_merged_356	5609	High-quality	100	0	No
3528	B2_viral_merged_357	5606	High-quality	100	0	No
3529	B2_viral_merged_358	5605	Low-quality	3.77	0	No
3530	B2_viral_merged_359	5605	High-quality	100	0	No
3531	B2_viral_merged_36	15922	High-quality	100	0	No
3532	B2_viral_merged_360	5599	High-quality	100	0	No
3533	B2_viral_merged_361	5594	Complete	100	0	No
3534	B2_viral_merged_362	5588	High-quality	97.4	0	No
3535	B2_viral_merged_363	5587	High-quality	97.25	0	No
3536	B2_viral_merged_364	5586	High-quality	100	0	No
3537	B2_viral_merged_365	5581	Low-quality	8.35	0	No
3538	B2_viral_merged_366	5572	Complete	100	0	No
3539	B2_viral_merged_367	5571	High-quality	100	0	No
3540	B2_viral_merged_368	5564	High-quality	96.86	0	No
3541	B2_viral_merged_369	5554	Complete	100	0	No
3542	B2_viral_merged_37	15374	Low-quality	21.47	0	No
3543	B2_viral_merged_370	5554	Complete	100	0	No
3544	B2_viral_merged_371	5550	Complete	100	0	No
3545	B2_viral_merged_372	5546	Low-quality	14.7	0	No
3546	B2_viral_merged_374	5543	High-quality	96.38	0	No
3547	B2_viral_merged_375	5540	Medium-quality	87.07	0	No
3548	B2_viral_merged_376	5537	Complete	100	0	No
3549	B2_viral_merged_378	5529	Complete	100	0	No
3550	B2_viral_merged_379	5528	High-quality	96.67	0	No
3551	B2_viral_merged_38	15160	Low-quality	5.47	0	No
3552	B2_viral_merged_380	5528	High-quality	100	0	No
3553	B2_viral_merged_381	5522	High-quality	100	0	No
3554	B2_viral_merged_382	5517	High-quality	100	0	No
3555	B2_viral_merged_383	5513	Medium-quality	86.83	0	No
3556	B2_viral_merged_385	5510	Complete	100	0	No
3557	B2_viral_merged_386	5504	High-quality	95.81	0	No
3558	B2_viral_merged_387	5502	Low-quality	12.27	0	No
3559	B2_viral_merged_389	5497	High-quality	100	0	No
3560	B2_viral_merged_39	15093	Low-quality	31.19	0	No
3561	B2_viral_merged_390	5495	High-quality	95.54	0	No
3562	B2_viral_merged_391	5479	High-quality	100	0	No
3563	B2_viral_merged_392	5474	Low-quality	3.38	0	No
3564	B2_viral_merged_394	5473	Medium-quality	89.61	0	No
3565	B2_viral_merged_395	5469	Medium-quality	87.6	0	No
3566	B2_viral_merged_396	5462	Complete	100	0	No
3567	B2_viral_merged_397	5457	Low-quality	4.9	0	No
3568	B2_viral_merged_398	5451	High-quality	95.15	0	No
3569	B2_viral_merged_399	5450	Complete	100	0	No
3570	B2_viral_merged_4	56778	Medium-quality	86.31	0	No
3571	B2_viral_merged_40	14285	High-quality	100	0	No
3572	B2_viral_merged_400	5450	High-quality	94.86	0	No
3573	B2_viral_merged_401	5442	Complete	100	0	No
3574	B2_viral_merged_402	5439	High-quality	93.29	0	No
3575	B2_viral_merged_403	5436	Low-quality	6.65	0	No
3576	B2_viral_merged_404	5435	High-quality	100	0	No
3577	B2_viral_merged_405	5428	High-quality	100	0	No
3578	B2_viral_merged_408	5414	High-quality	100	0	No
3579	B2_viral_merged_409	5410	Medium-quality	76.14	0	No
3580	B2_viral_merged_41	14259	Low-quality	8.72	0	No
3581	B2_viral_merged_410	5405	High-quality	100	0	No
3582	B2_viral_merged_411	5403	High-quality	100	0	No
3583	B2_viral_merged_412	5402	Complete	100	0	No
3584	B2_viral_merged_413	5401	High-quality	93.87	0	No
3585	B2_viral_merged_414	5399	High-quality	100	0	No
3586	B2_viral_merged_415	5397	High-quality	90.68	0	No
3587	B2_viral_merged_416	5393	High-quality	100	0	No
3588	B2_viral_merged_417	5391	High-quality	100	0	No
3589	B2_viral_merged_418	5387	High-quality	100	0	No
3590	B2_viral_merged_419	5387	Complete	100	0	No
3591	B2_viral_merged_42	14257	Low-quality	28.08	0	No
3592	B2_viral_merged_420	5375	Complete	100	0	No
3593	B2_viral_merged_421	5374	Low-quality	13.29	0	No
3594	B2_viral_merged_423	5373	High-quality	100	0	No
3595	B2_viral_merged_424	5371	High-quality	90.21	0	No
3596	B2_viral_merged_426	5355	High-quality	100	0	No
3597	B2_viral_merged_427	5355	Medium-quality	85.32	0	No
3598	B2_viral_merged_429	5332	High-quality	100	0	No
3599	B2_viral_merged_43	13762	Low-quality	14.29	0	No
3600	B2_viral_merged_430	5330	High-quality	100	0	No
3601	B2_viral_merged_431	5328	High-quality	100	0	No
3602	B2_viral_merged_432	5327	High-quality	100	0	No
3603	B2_viral_merged_433	5327	High-quality	100	0	No
3604	B2_viral_merged_434	5319	High-quality	100	0	No
3605	B2_viral_merged_435	5316	High-quality	92.61	0	No
3606	B2_viral_merged_436	5307	Medium-quality	74.69	0	No
3607	B2_viral_merged_438	5306	Complete	100	0	No
3608	B2_viral_merged_439	5305	High-quality	100	0	No
3609	B2_viral_merged_44	13754	Low-quality	30.73	0	No
3610	B2_viral_merged_440	5299	Medium-quality	69.3	0	No
3611	B2_viral_merged_441	5296	Complete	100	0	No
3612	B2_viral_merged_442	5282	Complete	100	0	No
3613	B2_viral_merged_443	5273	Complete	100	0	No
3614	B2_viral_merged_444	5272	High-quality	100	0	No
3615	B2_viral_merged_445	5266	High-quality	100	0	No
3616	B2_viral_merged_446	5266	High-quality	100	0	No
3617	B2_viral_merged_447	5261	High-quality	100	0	No
3618	B2_viral_merged_448	5261	Complete	100	0	No
3619	B2_viral_merged_45	13500	Low-quality	29.2	0	No
3620	B2_viral_merged_450	5257	Medium-quality	73.98	0	No
3621	B2_viral_merged_451	5252	Complete	100	0	No
3622	B2_viral_merged_452	5246	Low-quality	12.77	0	No
3623	B2_viral_merged_454	5238	High-quality	100	0	No
3624	B2_viral_merged_455	5234	High-quality	91.71	0	No
3625	B2_viral_merged_456	5227	High-quality	100	0	No
3626	B2_viral_merged_457	5223	Medium-quality	77.33	0	No
3627	B2_viral_merged_458	5220	Complete	100	0	No
3628	B2_viral_merged_459	5220	Low-quality	11.83	0	No
3629	B2_viral_merged_46	13135	Low-quality	19.85	0	No
3630	B2_viral_merged_460	5219	High-quality	100	0	No
3631	B2_viral_merged_461	5214	Not-determined	0	0	No
3632	B2_viral_merged_462	5210	High-quality	100	0	No
3633	B2_viral_merged_463	5202	Complete	100	0	No
3634	B2_viral_merged_464	5202	Complete	100	0	No
3635	B2_viral_merged_465	5200	Medium-quality	74.54	0	No
3636	B2_viral_merged_466	5194	Complete	100	0	No
3637	B2_viral_merged_467	5192	Low-quality	12.21	0	No
3638	B2_viral_merged_468	5191	High-quality	100	0	No
3639	B2_viral_merged_469	5190	High-quality	100	0	No
3640	B2_viral_merged_47	13109	High-quality	100	0	No
3641	B2_viral_merged_470	5183	High-quality	90.32	0	No
3642	B2_viral_merged_472	5179	High-quality	100	0	No
3643	B2_viral_merged_473	5179	Low-quality	4.73	0	No
3644	B2_viral_merged_474	5174	Complete	100	0	No
3645	B2_viral_merged_475	5174	Low-quality	7.19	0	No
3646	B2_viral_merged_476	5168	Medium-quality	78.19	0	No
3647	B2_viral_merged_477	5155	Low-quality	3.83	0	No
3648	B2_viral_merged_479	5152	High-quality	100	0	No
3649	B2_viral_merged_48	13071	Low-quality	30.82	0	No
3650	B2_viral_merged_480	5152	Complete	100	0	No
3651	B2_viral_merged_481	5151	High-quality	100	0	No
3652	B2_viral_merged_482	5149	Medium-quality	72.46	0	No
3653	B2_viral_merged_483	5149	High-quality	94.72	0	No
3654	B2_viral_merged_484	5141	Complete	100	0	No
3655	B2_viral_merged_485	5141	High-quality	100	0	No
3656	B2_viral_merged_486	5138	High-quality	91.14	0	No
3657	B2_viral_merged_487	5137	Medium-quality	89.81	0	No
3658	B2_viral_merged_488	5137	High-quality	100	0	No
3659	B2_viral_merged_489	5135	High-quality	100	0	No
3660	B2_viral_merged_49	12961	Low-quality	11.64	0	No
