	contig_id	contig_length	checkv_quality	completeness	contamination	provirus
6616	A2_spa_contigs_25672	5650	Low-quality	12.51	0	No
6617	A2_spa_contigs_25673	5649	Low-quality	12.62	0	No
6618	A2_spa_contigs_25688	5647	Low-quality	12.65	0	No
6619	A2_spa_contigs_25690	5647	Low-quality	11.55	0	No
6620	A2_spa_contigs_25695	5646	Low-quality	12.6	0	No
6621	A2_spa_contigs_25704	5645	Low-quality	3.08	0	No
6622	A2_spa_contigs_25717	5642	Low-quality	16.27	0	No
6623	A2_spa_contigs_25718	5642	Low-quality	13.28	0	No
6624	A2_spa_contigs_25727	5641	Low-quality	3.77	0	No
6625	A2_spa_contigs_25729	5640	Low-quality	5.25	0	No
6626	A2_spa_contigs_2575	27135	Medium-quality	61.27	0	No
6627	A2_spa_contigs_2576	27125	Low-quality	47.62	0	No
6628	A2_spa_contigs_25827	5623	Low-quality	6.49	0	No
6629	A2_spa_contigs_25830	5622	Low-quality	4.56	0	No
6630	A2_spa_contigs_25849	5620	Low-quality	5.21	0	No
6631	A2_spa_contigs_25861	5618	Low-quality	9.33	0	No
6632	A2_spa_contigs_25878	5615	Low-quality	3.13	0	No
6633	A2_spa_contigs_25882	5614	Low-quality	4.39	0	No
6634	A2_spa_contigs_25896	5612	Low-quality	9.35	0	No
6635	A2_spa_contigs_25923	5608	Low-quality	8.69	0	No
6636	A2_spa_contigs_25928	5607	Low-quality	8.65	0	No
6637	A2_spa_contigs_25937	5605	Low-quality	8.86	0	No
6638	A2_spa_contigs_2594	27009	Low-quality	25.5	0	No
6639	A2_spa_contigs_25942	5604	Low-quality	16.78	0	No
6640	A2_spa_contigs_25948	5602	Low-quality	12.25	0	No
6641	A2_spa_contigs_25961	5600	Low-quality	3.81	0	No
6642	A2_spa_contigs_25983	5596	Low-quality	15.84	0	No
6643	A2_spa_contigs_25991	5595	Low-quality	12.4	0	No
6644	A2_spa_contigs_25993	5594	Low-quality	12.59	0	No
6645	A2_spa_contigs_26014	5591	Low-quality	13.54	0	No
6646	A2_spa_contigs_26022	5590	Low-quality	12.49	0	No
6647	A2_spa_contigs_26028	5589	Low-quality	3.16	0	No
6648	A2_spa_contigs_26040	5585	Low-quality	9.11	0	No
6649	A2_spa_contigs_26046	5585	Low-quality	5.52	0	No
6650	A2_spa_contigs_26052	5584	Low-quality	10.63	0	No
6651	A2_spa_contigs_26059_1	5188	Low-quality	7.11	0	Yes
6652	A2_spa_contigs_2609	26946	Medium-quality	57.69	0	No
6653	A2_spa_contigs_26095	5578	Low-quality	8.82	0	No
6654	A2_spa_contigs_26097	5577	Low-quality	11.21	0	No
6655	A2_spa_contigs_26099	5577	Low-quality	8.3	0	No
6656	A2_spa_contigs_26102	5577	Low-quality	0.4	0	No
6657	A2_spa_contigs_26125	5572	Low-quality	8.4	0	No
6658	A2_spa_contigs_26128	5572	Low-quality	19.32	0	No
6659	A2_spa_contigs_26129	5572	Low-quality	8.41	0	No
6660	A2_spa_contigs_26131	5572	Low-quality	2.57	0	No
6661	A2_spa_contigs_26132	5571	Low-quality	12.54	0	No
6662	A2_spa_contigs_26137	5570	Low-quality	16.54	0	No
6663	A2_spa_contigs_26153	5567	Low-quality	5.03	0	No
6664	A2_spa_contigs_26154	5567	Low-quality	2.98	0	No
6665	A2_spa_contigs_2616	26935	Low-quality	18.11	0	No
6666	A2_spa_contigs_26175	5564	Low-quality	10.37	0	No
6667	A2_spa_contigs_26191	5561	Low-quality	3.05	0	No
6668	A2_spa_contigs_26193	5561	Low-quality	3.2	0	No
6669	A2_spa_contigs_26198	5560	Low-quality	0.95	0	No
6670	A2_spa_contigs_26203	5559	Low-quality	9.3	0	No
6671	A2_spa_contigs_26219	5557	Low-quality	13.75	0	No
6672	A2_spa_contigs_26240	5553	Low-quality	12.01	0	No
6673	A2_spa_contigs_26247	5552	Low-quality	3.84	0	No
6674	A2_spa_contigs_26248	5552	Low-quality	4.27	0	No
6675	A2_spa_contigs_26252	5550	Not-determined	0	0	No
6676	A2_spa_contigs_26258	5549	Low-quality	12.03	0	No
6677	A2_spa_contigs_26289	5543	Low-quality	14.06	0	No
6678	A2_spa_contigs_26294	5542	Low-quality	5.46	0	No
6679	A2_spa_contigs_26321	5538	Low-quality	4.66	0	No
6680	A2_spa_contigs_26323	5537	Low-quality	9.8	0	No
6681	A2_spa_contigs_26336	5536	Low-quality	5.09	0	No
6682	A2_spa_contigs_26340	5535	Low-quality	3.37	0	No
6683	A2_spa_contigs_26365	5531	Low-quality	11.99	0	No
6684	A2_spa_contigs_26372	5530	Low-quality	10.79	0	No
6685	A2_spa_contigs_26377	5529	Low-quality	4.92	0	No
6686	A2_spa_contigs_26398	5526	Low-quality	12.37	0	No
6687	A2_spa_contigs_26400	5526	Low-quality	12.02	0	No
6688	A2_spa_contigs_26424	5522	Low-quality	2.37	0	No
6689	A2_spa_contigs_26428	5522	Low-quality	9.81	0	No
6690	A2_spa_contigs_26432	5521	Low-quality	19.8	0	No
6691	A2_spa_contigs_26436	5521	Low-quality	2.22	0	No
6692	A2_spa_contigs_26437	5521	Low-quality	5.76	0	No
6693	A2_spa_contigs_26446	5519	Low-quality	2.2	0	No
6694	A2_spa_contigs_26449	5518	Low-quality	3.4	0	No
6695	A2_spa_contigs_26462	5515	Low-quality	9.33	0	No
6696	A2_spa_contigs_26468	5514	Low-quality	4.46	0	No
6697	A2_spa_contigs_26469	5514	Low-quality	9.35	0	No
6698	A2_spa_contigs_26475	5512	Low-quality	4.24	0	No
6699	A2_spa_contigs_26499	5509	Low-quality	2.01	0	No
6700	A2_spa_contigs_26505	5508	Low-quality	4.94	0	No
6701	A2_spa_contigs_26507	5507	Low-quality	1.94	0	No
6702	A2_spa_contigs_26508	5507	Low-quality	0.57	0	No
6703	A2_spa_contigs_2652	26737	Low-quality	35.96	0	No
6704	A2_spa_contigs_26541	5502	Low-quality	3.56	0	No
6705	A2_spa_contigs_26545	5501	Low-quality	3.68	0	No
6706	A2_spa_contigs_2657	26718	Low-quality	14.49	0	No
6707	A2_spa_contigs_26572	5498	Low-quality	13.59	0	No
6708	A2_spa_contigs_26587	5495	Low-quality	11.88	0	No
6709	A2_spa_contigs_26594	5494	Low-quality	8.25	0	No
6710	A2_spa_contigs_26605	5492	Low-quality	3.91	0	No
6711	A2_spa_contigs_26639	5487	Low-quality	14.57	0	No
6712	A2_spa_contigs_26647	5485	Low-quality	2.98	0	No
6713	A2_spa_contigs_26654	5483	Low-quality	10.61	0	No
6714	A2_spa_contigs_26655	5483	Low-quality	9.67	0	No
6715	A2_spa_contigs_26679	5480	Low-quality	5.07	0	No
6716	A2_spa_contigs_26685	5479	Low-quality	9	0	No
6717	A2_spa_contigs_26686	5479	Low-quality	7.51	0	No
6718	A2_spa_contigs_26699	5476	Low-quality	5.02	0	No
6719	A2_spa_contigs_2671	26654	Low-quality	9.67	0	No
6720	A2_spa_contigs_26714	5474	Low-quality	4.09	0	No
6721	A2_spa_contigs_26720	5474	Low-quality	8.89	0	No
6722	A2_spa_contigs_26721	5473	Low-quality	1.7	0	No
6723	A2_spa_contigs_26742	5470	Low-quality	3.47	0	No
6724	A2_spa_contigs_26793	5464	Low-quality	1.01	0	No
6725	A2_spa_contigs_26805	5462	Low-quality	3.01	0	No
6726	A2_spa_contigs_26826	5460	Low-quality	5.62	0	No
6727	A2_spa_contigs_26829	5459	Low-quality	13.19	0	No
6728	A2_spa_contigs_26873	5452	Low-quality	4.69	0	No
6729	A2_spa_contigs_26874	5452	Low-quality	2.54	0	No
6730	A2_spa_contigs_26879	5451	Low-quality	5.12	0	No
6731	A2_spa_contigs_26882	5451	Low-quality	4.95	0	No
6732	A2_spa_contigs_26888	5450	Low-quality	12.16	0	No
6733	A2_spa_contigs_26905	5448	Low-quality	11.9	0	No
6734	A2_spa_contigs_26912	5446	Low-quality	2.04	0	No
6735	A2_spa_contigs_26923	5445	Low-quality	7.14	0	No
6736	A2_spa_contigs_26926	5444	Low-quality	3.01	0	No
6737	A2_spa_contigs_26933	5442	Low-quality	12.57	0	No
6738	A2_spa_contigs_26937	5441	Low-quality	1.9	0	No
6739	A2_spa_contigs_26963	5437	Low-quality	5.24	0	No
6740	A2_spa_contigs_270_1	30191	Medium-quality	79.58	0	Yes
6741	A2_spa_contigs_27040	5425	Low-quality	1.94	0	No
6742	A2_spa_contigs_27055	5421	Low-quality	3.11	0	No
6743	A2_spa_contigs_27057	5421	Low-quality	2.36	0	No
6744	A2_spa_contigs_27058	5421	Low-quality	1.4	0	No
6745	A2_spa_contigs_2706	26367	Low-quality	14.3	0	No
6746	A2_spa_contigs_27063	5420	Low-quality	11.8	0	No
6747	A2_spa_contigs_27090	5416	Low-quality	6.38	0	No
6748	A2_spa_contigs_27096	5415	Low-quality	9.12	0	No
6749	A2_spa_contigs_27097	5415	Low-quality	3.73	0	No
6750	A2_spa_contigs_27103	5414	High-quality	98.26	0	No
6751	A2_spa_contigs_2711	26353	Low-quality	19.49	0	No
6752	A2_spa_contigs_27114	5413	Low-quality	4.29	0	No
6753	A2_spa_contigs_27126	5411	Low-quality	4.37	0	No
6754	A2_spa_contigs_27142	5408	Low-quality	4.57	0	No
6755	A2_spa_contigs_27150	5407	Low-quality	8.84	0	No
6756	A2_spa_contigs_27161	5405	Low-quality	5.1	0	No
6757	A2_spa_contigs_27164	5405	Low-quality	5.35	0	No
6758	A2_spa_contigs_27169	5405	Low-quality	5.64	0	No
6759	A2_spa_contigs_27173	5404	Low-quality	11.67	0	No
6760	A2_spa_contigs_2718	26323	Low-quality	45.19	0	No
6761	A2_spa_contigs_27183	5402	Low-quality	6	0	No
6762	A2_spa_contigs_27192	5401	Low-quality	9.99	0	No
6763	A2_spa_contigs_27215	5398	Low-quality	12.78	0	No
6764	A2_spa_contigs_27216	5398	Low-quality	3.55	0	No
6765	A2_spa_contigs_27230	5396	Low-quality	45.86	0	No
6766	A2_spa_contigs_27238	5395	Low-quality	5.09	0	No
6767	A2_spa_contigs_27245	5393	Not-determined	0	0	No
6768	A2_spa_contigs_27250	5392	Low-quality	5.28	0	No
6769	A2_spa_contigs_27253	5391	Low-quality	12.03	0	No
6770	A2_spa_contigs_27257	5391	Low-quality	5.92	0	No
6771	A2_spa_contigs_27258	5390	Low-quality	5.33	0	No
6772	A2_spa_contigs_27259	5390	Low-quality	9.27	0	No
6773	A2_spa_contigs_27265	5390	Low-quality	8.72	0	No
6774	A2_spa_contigs_27277	5388	Low-quality	2.24	0	No
6775	A2_spa_contigs_2728	26283	Low-quality	26.13	0	No
6776	A2_spa_contigs_27280	5388	Low-quality	4.11	0	No
6777	A2_spa_contigs_27286	5387	Low-quality	3.99	0	No
6778	A2_spa_contigs_27289	5386	Low-quality	11.92	0	No
6779	A2_spa_contigs_27293	5385	Low-quality	5.33	0	No
6780	A2_spa_contigs_27297	5385	Low-quality	9.71	0	No
6781	A2_spa_contigs_27306	5382	Low-quality	3	0	No
6782	A2_spa_contigs_2731	26242	Low-quality	36.61	0	No
6783	A2_spa_contigs_27314	5381	Low-quality	14.58	0	No
6784	A2_spa_contigs_27315	5381	Low-quality	11.69	0	No
6785	A2_spa_contigs_27323	5381	Low-quality	10.96	0	No
6786	A2_spa_contigs_27326	5380	Low-quality	3.42	0	No
6787	A2_spa_contigs_27335	5379	Low-quality	4.01	0	No
6788	A2_spa_contigs_27340	5379	Low-quality	3.05	0	No
6789	A2_spa_contigs_27348	5378	Low-quality	15.78	0	No
6790	A2_spa_contigs_27351	5377	Low-quality	11.67	0	No
6791	A2_spa_contigs_27355	5377	Low-quality	5.26	0	No
6792	A2_spa_contigs_27381	5373	Low-quality	6.86	0	No
6793	A2_spa_contigs_27386	5373	Low-quality	9.8	0	No
6794	A2_spa_contigs_27424	5368	Low-quality	17.04	0	No
6795	A2_spa_contigs_27425	5368	Low-quality	8.09	0	No
6796	A2_spa_contigs_27432	5367	Low-quality	7.45	0	No
6797	A2_spa_contigs_27438	5366	Low-quality	10.58	0	No
6798	A2_spa_contigs_27460	5363	Low-quality	2.73	0	No
6799	A2_spa_contigs_27472	5362	Low-quality	12.44	0	No
6800	A2_spa_contigs_27475	5362	Not-determined	0	0	No
6801	A2_spa_contigs_27483	5361	Low-quality	9.03	0	No
6802	A2_spa_contigs_27487	5360	Low-quality	9.76	0	No
6803	A2_spa_contigs_27496	5359	Low-quality	13.9	0	No
6804	A2_spa_contigs_27499	5359	Low-quality	9.4	0	No
6805	A2_spa_contigs_27501	5358	Low-quality	2.9	0	No
6806	A2_spa_contigs_27514	5356	Not-determined	0	0	No
6807	A2_spa_contigs_27515	5356	Low-quality	11.8	0	No
6808	A2_spa_contigs_27528	5354	Low-quality	2.94	0	No
6809	A2_spa_contigs_27530	5354	Low-quality	11.54	0	No
6810	A2_spa_contigs_27538	5353	Low-quality	7.9	0	No
6811	A2_spa_contigs_27559	5351	Low-quality	15.45	0	No
6812	A2_spa_contigs_27573	5348	Low-quality	11.59	0	No
6813	A2_spa_contigs_27574	5348	Low-quality	3.42	0	No
6814	A2_spa_contigs_27591	5346	Low-quality	9.62	0	No
6815	A2_spa_contigs_27614	5342	Low-quality	3.43	0	No
6816	A2_spa_contigs_27627	5341	Low-quality	3.3	0	No
6817	A2_spa_contigs_27628	5341	Low-quality	8.57	0	No
6818	A2_spa_contigs_27653	5336	Low-quality	7.4	0	No
6819	A2_spa_contigs_27666	5334	Low-quality	5.13	0	No
6820	A2_spa_contigs_27673	5333	Low-quality	9.38	0	No
6821	A2_spa_contigs_27705	5329	Low-quality	8.76	0	No
6822	A2_spa_contigs_27708	5329	Low-quality	1.49	0	No
6823	A2_spa_contigs_27709	5329	Low-quality	5.31	0	No
6824	A2_spa_contigs_27722	5328	Not-determined	0	0	No
6825	A2_spa_contigs_27728	5327	Low-quality	5.1	0	No
6826	A2_spa_contigs_27738	5326	Low-quality	15.37	0	No
6827	A2_spa_contigs_27762	5322	Not-determined	0	0	No
6828	A2_spa_contigs_27769	5322	Low-quality	5.39	0	No
6829	A2_spa_contigs_27771	5321	Low-quality	11.59	0	No
6830	A2_spa_contigs_2778_1	22896	Medium-quality	63.52	0	Yes
6831	A2_spa_contigs_27791	5317	Low-quality	10.46	0	No
6832	A2_spa_contigs_27793	5317	Low-quality	7.22	0	No
6833	A2_spa_contigs_27795	5317	Low-quality	16.11	0	No
6834	A2_spa_contigs_2780	26016	Medium-quality	56.78	0	No
6835	A2_spa_contigs_27804	5316	Low-quality	3.53	0	No
6836	A2_spa_contigs_27821	5314	Low-quality	2.16	0	No
6837	A2_spa_contigs_2784	25992	Low-quality	10.62	0	No
6838	A2_spa_contigs_27848	5311	Low-quality	1.46	0	No
6839	A2_spa_contigs_27855	5311	Low-quality	7.95	0	No
6840	A2_spa_contigs_27883	5307	Low-quality	5.39	0	No
6841	A2_spa_contigs_27886	5306	Low-quality	8.54	0	No
6842	A2_spa_contigs_27897	5305	Low-quality	5.61	0	No
6843	A2_spa_contigs_27903	5304	Not-determined	0	0	No
6844	A2_spa_contigs_27915	5303	Low-quality	4.75	0	No
6845	A2_spa_contigs_27939	5300	Low-quality	2.88	0	No
6846	A2_spa_contigs_27941	5300	Low-quality	10.41	0	No
6847	A2_spa_contigs_27946	5299	Low-quality	11.4	0	No
6848	A2_spa_contigs_27957	5297	Low-quality	19.3	0	No
6849	A2_spa_contigs_27977	5294	Low-quality	11.96	0	No
6850	A2_spa_contigs_27987	5293	Low-quality	0.97	0	No
6851	A2_spa_contigs_27996	5292	Low-quality	4.04	0	No
6852	A2_spa_contigs_27997	5292	Low-quality	11.03	0	No
6853	A2_spa_contigs_28	202483	High-quality	100	0	No
6854	A2_spa_contigs_28009	5291	Low-quality	5.68	0	No
6855	A2_spa_contigs_28027	5288	Low-quality	7.06	0	No
6856	A2_spa_contigs_28033	5288	Low-quality	11.47	0	No
6857	A2_spa_contigs_28045	5286	Low-quality	11.39	0	No
6858	A2_spa_contigs_28066	5282	Low-quality	5.61	0	No
6859	A2_spa_contigs_28070	5282	Low-quality	14.05	0	No
6860	A2_spa_contigs_28076	5281	Low-quality	8.69	0	No
6861	A2_spa_contigs_28083	5280	Low-quality	3.19	0	No
6862	A2_spa_contigs_28089	5279	Low-quality	11.83	0	No
6863	A2_spa_contigs_28095	5279	Low-quality	8.3	0	No
6864	A2_spa_contigs_28100	5278	Low-quality	11.46	0	No
6865	A2_spa_contigs_2811_1	23430	Medium-quality	53.23	0	Yes
6866	A2_spa_contigs_28119	5276	Low-quality	5.57	0	No
6867	A2_spa_contigs_28121	5276	Low-quality	8.91	0	No
6868	A2_spa_contigs_28135	5274	Low-quality	11.49	0	No
6869	A2_spa_contigs_28137	5274	Low-quality	5.1	0	No
6870	A2_spa_contigs_28139	5273	Low-quality	10.61	0	No
6871	A2_spa_contigs_28143	5272	Low-quality	2.83	0	No
6872	A2_spa_contigs_28150	5272	Low-quality	12.1	0	No
6873	A2_spa_contigs_28151	5272	Low-quality	3.22	0	No
6874	A2_spa_contigs_28176	5268	Low-quality	11.12	0	No
6875	A2_spa_contigs_28184	5268	Low-quality	2.18	0	No
6876	A2_spa_contigs_28206	5264	Low-quality	2.59	0	No
6877	A2_spa_contigs_28207	5264	Low-quality	7.63	0	No
6878	A2_spa_contigs_28209	5263	Low-quality	2.91	0	No
6879	A2_spa_contigs_2822	25728	Low-quality	42	0	No
6880	A2_spa_contigs_28220	5262	Low-quality	3.82	0	No
6881	A2_spa_contigs_28223	5262	Low-quality	3.23	0	No
6882	A2_spa_contigs_28231	5261	Low-quality	3.95	0	No
6883	A2_spa_contigs_2824	25703	Low-quality	25.82	0	No
6884	A2_spa_contigs_28252	5258	Low-quality	3.52	0	No
6885	A2_spa_contigs_28256	5258	Low-quality	0.79	0	No
6886	A2_spa_contigs_28283	5254	Low-quality	10.16	0	No
6887	A2_spa_contigs_28291	5254	Low-quality	11.44	0	No
6888	A2_spa_contigs_28292	5254	Low-quality	6.83	0	No
6889	A2_spa_contigs_28312	5251	Low-quality	3.02	0	No
6890	A2_spa_contigs_28314	5251	Low-quality	13.85	0	No
6891	A2_spa_contigs_28327	5249	Low-quality	8.75	0	No
6892	A2_spa_contigs_28334	5249	Low-quality	3.01	0	No
6893	A2_spa_contigs_28338	5248	Low-quality	11.76	0	No
6894	A2_spa_contigs_28339	5248	Low-quality	6.13	0	No
6895	A2_spa_contigs_28377	5242	Low-quality	12.77	0	No
6896	A2_spa_contigs_2838	25587	Low-quality	13.88	0	No
6897	A2_spa_contigs_28381	5241	Low-quality	11.78	0	No
6898	A2_spa_contigs_28391	5240	Low-quality	19.02	0	No
6899	A2_spa_contigs_28393	5240	Low-quality	4.61	0	No
6900	A2_spa_contigs_28397	5240	Low-quality	37.2	0	No
6901	A2_spa_contigs_28405	5238	Low-quality	2.64	0	No
6902	A2_spa_contigs_28418	5236	Low-quality	9.25	0	No
6903	A2_spa_contigs_28420	5236	Low-quality	5.04	0	No
6904	A2_spa_contigs_28423	5236	Low-quality	1.74	0	No
6905	A2_spa_contigs_28424	5236	Low-quality	8.99	0	No
6906	A2_spa_contigs_28426	5236	Low-quality	2.52	0	No
6907	A2_spa_contigs_28428	5235	Low-quality	3.38	0	No
6908	A2_spa_contigs_28432	5235	Low-quality	3.83	0	No
6909	A2_spa_contigs_28435	5235	Low-quality	13.55	0	No
6910	A2_spa_contigs_28442	5234	Low-quality	0.48	0	No
6911	A2_spa_contigs_28443	5233	Low-quality	9.65	0	No
6912	A2_spa_contigs_2845	25541	Medium-quality	67.73	0	No
6913	A2_spa_contigs_2846	25532	Low-quality	47.99	0	No
6914	A2_spa_contigs_28466	5230	Low-quality	7.82	0	No
6915	A2_spa_contigs_28486	5229	Low-quality	6.16	0	No
6916	A2_spa_contigs_2849	25521	Low-quality	22.66	0	No
6917	A2_spa_contigs_28493	5227	Low-quality	8.49	0	No
6918	A2_spa_contigs_28502	5226	Low-quality	10.9	0	No
6919	A2_spa_contigs_2851	25520	Medium-quality	55.6	0	No
6920	A2_spa_contigs_28523	5223	Low-quality	5.47	0	No
6921	A2_spa_contigs_2856	25476	Low-quality	19.32	0	No
6922	A2_spa_contigs_28568	5219	Low-quality	3.38	0	No
6923	A2_spa_contigs_28596	5215	Low-quality	3.37	0	No
6924	A2_spa_contigs_28600	5214	Low-quality	3.07	0	No
6925	A2_spa_contigs_28601	5214	Low-quality	14.26	0	No
6926	A2_spa_contigs_28608	5214	Low-quality	8.14	0	No
6927	A2_spa_contigs_28611	5213	Low-quality	2.83	0	No
6928	A2_spa_contigs_28613	5213	Low-quality	6.72	0	No
6929	A2_spa_contigs_28631	5210	Low-quality	7.29	0	No
6930	A2_spa_contigs_28638	5210	Low-quality	6.89	0	No
6931	A2_spa_contigs_28652	5208	Low-quality	3.18	0	No
6932	A2_spa_contigs_28664	5206	Low-quality	3.88	0	No
6933	A2_spa_contigs_28665	5206	Low-quality	5.79	0	No
6934	A2_spa_contigs_28674	5205	Low-quality	7.76	0	No
6935	A2_spa_contigs_28677	5205	Not-determined	0	0	No
6936	A2_spa_contigs_28698	5203	Low-quality	12.66	0	No
6937	A2_spa_contigs_28731	5199	Low-quality	12.18	0	No
6938	A2_spa_contigs_28737	5198	Low-quality	5.48	0	No
6939	A2_spa_contigs_28740	5198	Low-quality	3.97	0	No
6940	A2_spa_contigs_28752	5196	Low-quality	12.05	0	No
6941	A2_spa_contigs_28758	5195	Low-quality	5.25	0	No
6942	A2_spa_contigs_28766	5193	Low-quality	1.95	0	No
6943	A2_spa_contigs_28779	5192	Low-quality	3.27	0	No
6944	A2_spa_contigs_28789	5191	Low-quality	3.92	0	No
6945	A2_spa_contigs_28791	5190	Low-quality	6.66	0	No
6946	A2_spa_contigs_28832	5185	Low-quality	4.76	0	No
6947	A2_spa_contigs_28852	5182	Low-quality	7.84	0	No
6948	A2_spa_contigs_28866	5180	Low-quality	14.42	0	No
6949	A2_spa_contigs_28870	5180	Low-quality	3.35	0	No
6950	A2_spa_contigs_2888	25326	Low-quality	25.06	0	No
6951	A2_spa_contigs_28888	5178	Low-quality	14.61	0	No
6952	A2_spa_contigs_28894	5177	Low-quality	5.93	0	No
6953	A2_spa_contigs_28898	5176	Low-quality	3.14	0	No
6954	A2_spa_contigs_289	82242	Medium-quality	88.51	0	No
6955	A2_spa_contigs_28920	5174	Low-quality	2.48	0	No
6956	A2_spa_contigs_28953	5170	Low-quality	6.77	0	No
6957	A2_spa_contigs_28957	5170	Low-quality	12.2	0	No
6958	A2_spa_contigs_28975	5168	Low-quality	7.32	0	No
6959	A2_spa_contigs_28978	5167	Low-quality	6.33	0	No
6960	A2_spa_contigs_29000	5164	Low-quality	2.47	0	No
6961	A2_spa_contigs_29001	5164	Low-quality	4.11	0	No
6962	A2_spa_contigs_29011	5163	Low-quality	3.12	0	No
6963	A2_spa_contigs_29019	5161	Low-quality	8.01	0	No
6964	A2_spa_contigs_2902	25246	Medium-quality	55.56	0	No
6965	A2_spa_contigs_29025	5160	Low-quality	5.33	0	No
6966	A2_spa_contigs_29027	5160	Low-quality	9.01	0	No
6967	A2_spa_contigs_2903	25242	Low-quality	17.2	0	No
6968	A2_spa_contigs_29040	5157	Low-quality	2.45	0	No
6969	A2_spa_contigs_29051	5156	Low-quality	10.16	0	No
6970	A2_spa_contigs_29053	5156	Low-quality	7.74	0	No
6971	A2_spa_contigs_29068	5154	Low-quality	8.7	0	No
6972	A2_spa_contigs_29075	5153	Low-quality	17.86	0	No
6973	A2_spa_contigs_29080	5152	Low-quality	4.63	0	No
6974	A2_spa_contigs_29096	5150	Low-quality	6.05	0	No
6975	A2_spa_contigs_29116	5148	Low-quality	11.42	0	No
6976	A2_spa_contigs_2912_1	6566	Low-quality	14.18	0	Yes
6977	A2_spa_contigs_29134	5147	Low-quality	9.47	0	No
6978	A2_spa_contigs_29140	5146	Low-quality	5.23	0	No
6979	A2_spa_contigs_29178	5140	Low-quality	9.76	0	No
6980	A2_spa_contigs_29194	5138	Low-quality	4.87	0	No
6981	A2_spa_contigs_29202	5137	Low-quality	6.26	0	No
6982	A2_spa_contigs_29203	5137	Low-quality	3.26	0	No
6983	A2_spa_contigs_29205	5137	Low-quality	1.9	0	No
6984	A2_spa_contigs_29235	5132	Low-quality	11.46	0	No
6985	A2_spa_contigs_29253	5130	Low-quality	9.56	0	No
6986	A2_spa_contigs_29255	5130	Low-quality	6.84	0	No
6987	A2_spa_contigs_29268	5128	Low-quality	3.07	0	No
6988	A2_spa_contigs_29272	5128	Not-determined	0	0	No
6989	A2_spa_contigs_29273	5128	Low-quality	3.17	0	No
6990	A2_spa_contigs_29280	5126	Low-quality	8.31	0	No
6991	A2_spa_contigs_29282	5126	Low-quality	9.88	0	No
6992	A2_spa_contigs_29284	5126	Low-quality	11.77	0	No
6993	A2_spa_contigs_29287	5125	Low-quality	6.92	0	No
6994	A2_spa_contigs_29293	5124	Low-quality	6.6	0	No
6995	A2_spa_contigs_29305	5123	Low-quality	7.73	0	No
6996	A2_spa_contigs_29321	5122	Low-quality	2.07	0	No
6997	A2_spa_contigs_29329	5120	Not-determined	0	0	No
6998	A2_spa_contigs_29333	5120	Low-quality	13.62	0	No
6999	A2_spa_contigs_29341	5119	Low-quality	6.6	0	No
7000	A2_spa_contigs_29343	5118	Low-quality	2.71	0	No
7001	A2_spa_contigs_29346	5118	Low-quality	10.32	0	No
7002	A2_spa_contigs_29350	5118	Low-quality	10.57	0	No
7003	A2_spa_contigs_29358	5116	Low-quality	7.62	0	No
7004	A2_spa_contigs_29379	5112	Low-quality	1.76	0	No
7005	A2_spa_contigs_29388	5111	Low-quality	2.61	0	No
7006	A2_spa_contigs_29389	5111	Not-determined	0	0	No
7007	A2_spa_contigs_29400	5109	Low-quality	12.91	0	No
7008	A2_spa_contigs_29402	5109	Low-quality	12.75	0	No
7009	A2_spa_contigs_29403	5109	High-quality	100	0	No
7010	A2_spa_contigs_29409	5109	Low-quality	14.98	0	No
7011	A2_spa_contigs_29411	5108	Low-quality	1.83	0	No
7012	A2_spa_contigs_29427	5107	Low-quality	4.06	0	No
7013	A2_spa_contigs_2943	25011	Low-quality	28.08	0	No
7014	A2_spa_contigs_29431	5106	Low-quality	2.8	0	No
7015	A2_spa_contigs_29442	5104	Low-quality	2.59	0	No
7016	A2_spa_contigs_29444	5104	Low-quality	5.66	0	No
7017	A2_spa_contigs_29449	5103	Low-quality	9.87	0	No
7018	A2_spa_contigs_29458	5102	Low-quality	1.06	0	No
7019	A2_spa_contigs_29460	5101	Low-quality	1.31	0	No
7020	A2_spa_contigs_29477	5099	Low-quality	7.68	0	No
7021	A2_spa_contigs_29492	5098	Low-quality	5.34	0	No
7022	A2_spa_contigs_29523	5094	Low-quality	1.79	0	No
7023	A2_spa_contigs_29548	5090	Low-quality	7.88	0	No
7024	A2_spa_contigs_29556	5089	Low-quality	11.26	0	No
7025	A2_spa_contigs_29560	5088	Low-quality	2.93	0	No
7026	A2_spa_contigs_29592	5086	Low-quality	5.21	0	No
7027	A2_spa_contigs_2960	24933	Medium-quality	79.43	0	No
7028	A2_spa_contigs_29619	5083	Low-quality	8.64	0	No
7029	A2_spa_contigs_29628	5081	Low-quality	3.83	0	No
7030	A2_spa_contigs_2964	24909	Medium-quality	64.57	0	No
7031	A2_spa_contigs_29642	5079	Low-quality	4.3	0	No
7032	A2_spa_contigs_29648	5078	Low-quality	10.17	0	No
7033	A2_spa_contigs_29650	5078	Low-quality	11.3	0	No
7034	A2_spa_contigs_29662	5076	Low-quality	9.78	0	No
7035	A2_spa_contigs_29676	5075	Low-quality	1.44	0	No
7036	A2_spa_contigs_29693	5073	Low-quality	10.74	0	No
7037	A2_spa_contigs_29699	5072	Low-quality	8.11	0	No
7038	A2_spa_contigs_29702	5072	Low-quality	10.84	0	No
